Date,Open,High,Low,Close,Volume
2024-03-18 00:00:00,91.03,92.64,89.38,91.44,144393.0
2024-03-19 00:00:00,89.8,91.22,88.06,90.28,353492.0
2024-03-20 00:00:00,89.49,91.4,87.78,89.92,440599.0
2024-03-21 00:00:00,90.91,91.94,88.67,90.52,385960.0
2024-03-22 00:00:00,91.66,93.84,91.08,92.08,219754.0
2024-03-25 00:00:00,91.75,93.56,89.93,invalid,133053.0
2024-03-26 00:00:00,93.36,94.26,90.31,91.28,482406.0
2024-03-27 00:00:00,90.6,91.22,88.02,89.72,193965.0
2024-03-28 00:00:00,87.7,89.26,86.22,88.03,176892.0
2024-03-29 00:00:00,90.55,92.38,87.77,89.35,338406.0
2024-04-01 00:00:00,91.08,91.98,89.73,91.48,144832.0
2024-04-02 00:00:00,89.44,92.76,89.0,91.48,163262.0
2024-04-03 00:00:00,92.07,94.38,90.94,93.08,77411.0
2024-04-04 00:00:00,91.85,95.22,89.88,93.72,295521.0
2024-04-05 00:00:00,92.5,93.21,90.62,92.86,449953.0
2024-04-08 00:00:00,,94.98,93.32,93.5,472785.0
2024-04-09 00:00:00,97.58,99.41,95.49,95.9,48211.0
2024-04-10 00:00:00,96.28,96.72,95.6,95.95,223981.0
2024-04-11 00:00:00,98.18,98.95,96.7,98.4,275888.0
2024-04-12 00:00:00,95.4,97.34,92.91,94.57,266638.0
2024-04-15 00:00:00,93.69,96.34,93.18,95.9,297139.0
2024-04-16 00:00:00,96.37,98.09,95.07,96.13,158049.0
2024-04-17 00:00:00,96.55,97.59,94.09,95.78,239010.0
2024-04-18 00:00:00,94.54,96.59,93.05,96.02,44542.0
2024-04-19 00:00:00,94.28,96.04,92.01,93.14,20651.0
22-04-2024,93.25,94.19,91.69,92.91,109239.0
2024-04-23 00:00:00,93.13,94.62,92.06,93.55,351075.0
2024-04-24 00:00:00,96.49,97.28,95.2,95.86,236416.0
2024-04-25 00:00:00,97.46,98.68,94.01,95.18,374256.0
2024-04-26 00:00:00,94.25,94.66,92.66,94.07,288859.0
2024-04-29 00:00:00,93.67,94.51,91.66,93.42,447625.0
2024-04-30 00:00:00,94.43,96.83,93.12,94.89,165378.0
2024-05-01 00:00:00,94.64,96.08,93.09,95.49,160158.0
2024-05-02 00:00:00,95.62,96.97,94.39,94.79,417592.0
2024-05-03 00:00:00,94.8,96.38,93.83,95.66,333494.0
2024-05-06 00:00:00,95.98,97.55,95.79,95.91,343569.0
2024-05-07 00:00:00,96.98,97.81,96.41,97.46,439852.0
2024-05-08 00:00:00,96.99,98.93,95.03,96.51,358264.0
2024-05-09 00:00:00,96.45,97.41,94.13,96.11,387033.0
2024-05-10 00:00:00,96.66,97.21,95.34,95.63,454865.0
2024-05-13 00:00:00,93.02,93.77,92.16,93.53,437826.0
2024-05-14 00:00:00,93.81,94.5,92.19,94.08,151130.0
2024-05-15 00:00:00,93.59,95.65,93.1,94.57,265948.0
2024-05-16 00:00:00,94.23,95.42,93.08,94.67,346781.0
2024-05-17 00:00:00,94.8,96.48,92.93,94.42,481249.0
2024-05-20 00:00:00,93.16,94.08,91.13,92.4,342338.0
2024-05-21 00:00:00,90.95,92.44,90.49,91.87,349061.0
2024-05-22 00:00:00,92.32,93.6,90.68,91.45,74200.0
2024-05-23 00:00:00,91.71,93.15,88.76,90.35,115848.0
2024-05-24 00:00:00,90.62,91.04,89.06,90.21,116022.0
2024-05-27 00:00:00,92.79,93.21,90.81,90.92,187691.0
2024-05-28 00:00:00,93.07,94.01,91.53,93.84,420370.0
2024-05-29 00:00:00,92.96,95.71,92.8,94.21,422755.0
2024-05-30 00:00:00,92.91,96.05,91.4,94.69,266453.0
2024-05-31 00:00:00,96.18,97.18,94.2,94.68,332202.0
2024-06-03 00:00:00,92.56,94.26,89.98,91.9,72068.0
2024-06-04 00:00:00,91.91,93.59,91.11,91.96,480529.0
2024-06-05 00:00:00,92.43,93.65,91.43,92.15,372076.0
2024-06-06 00:00:00,94.82,97.7,94.44,95.95,171445.0
2024-06-07 00:00:00,98.21,98.7,95.08,95.76,174226.0
2024-06-10 00:00:00,96.44,96.75,94.55,96.31,147103.0
2024-06-11 00:00:00,96.47,97.08,94.37,96.36,234605.0
2024-06-12 00:00:00,95.43,95.64,93.91,94.71,213047.0
2024-06-13 00:00:00,97.0,98.11,95.57,96.52,294929.0
2024-06-14 00:00:00,97.97,99.85,96.28,97.75,482144.0
2024-06-17 00:00:00,98.25,99.21,96.46,99.04,259768.0
2024-06-18 00:00:00,98.24,98.58,96.55,97.77,169741.0
2024-06-19 00:00:00,101.86,102.82,99.13,99.98,104475.0
2024-06-20 00:00:00,99.32,101.19,97.09,97.97,12282.0
2024-06-21 00:00:00,100.55,101.25,97.53,98.95,175696.0
2024-06-24 00:00:00,101.83,103.4,101.72,102.34,189510.0
2024-06-25 00:00:00,99.96,101.13,98.69,100.95,230972.0
2024-06-26 00:00:00,100.08,100.59,99.3,100.2,339678.0
2024-06-27 00:00:00,100.51,102.48,98.84,100.45,172777.0
2024-06-28 00:00:00,100.89,102.83,99.52,99.8,441460.0
2024-07-01 00:00:00,95.88,97.68,94.66,97.57,347108.0
2024-07-02 00:00:00,99.3,101.21,96.76,97.78,178509.0
2024-07-03 00:00:00,96.12,97.6,94.8,96.28,218944.0
2024-07-04 00:00:00,96.67,98.84,96.44,97.09,478094.0
2024-07-05 00:00:00,94.8,96.78,93.6,95.81,129006.0
2024-07-08 00:00:00,96.58,99.32,95.42,98.24,246440.0
2024-07-09 00:00:00,97.99,99.02,96.0,97.16,214054.0
2024-07-10 00:00:00,96.85,98.22,95.53,96.78,322727.0
2024-07-11 00:00:00,96.81,98.47,95.43,98.1,310536.0
2024-07-12 00:00:00,95.06,96.51,93.43,96.35,17461.0
2024-07-15 00:00:00,96.46,97.48,95.85,96.8,110123.0
2024-07-16 00:00:00,100.52,101.96,97.19,98.86,282660.0
2024-07-17 00:00:00,96.29,97.03,95.24,96.54,482501.0
2024-07-18 00:00:00,95.42,98.3,95.17,96.92,158586.0
2024-07-19 00:00:00,97.17,99.35,96.95,97.41,393395.0
2024-07-22 00:00:00,98.41,98.96,97.68,98.68,439484.0
2024-07-23 00:00:00,94.23,98.31,92.64,96.93,493702.0
2024-07-24 00:00:00,94.99,95.99,93.55,95.05,241496.0
2024-07-25 00:00:00,95.7,97.68,94.1,95.93,177860.0
2024-07-26 00:00:00,97.17,97.61,95.39,96.48,216821.0
2024-07-29 00:00:00,98.8,100.22,96.02,96.95,202121.0
2024-07-30 00:00:00,98.7,100.39,97.19,97.57,334637.0
2024-07-31 00:00:00,96.38,98.55,95.66,96.65,46027.0
2024-08-01 00:00:00,95.99,98.5,95.07,97.1,365691.0
2024-08-02 00:00:00,100.21,101.26,97.37,97.64,183921.0
2024-08-05 00:00:00,96.73,98.0,96.15,96.67,372271.0
2024-08-06 00:00:00,99.58,101.33,98.33,99.57,158930.0
2024-08-07 00:00:00,100.35,101.56,98.86,100.38,225234.0
2024-08-08 00:00:00,98.89,99.05,96.69,98.69,89003.0
2024-08-09 00:00:00,99.63,101.64,97.76,99.78,193467.0
2024-08-12 00:00:00,97.84,99.82,96.52,98.41,49758.0
2024-08-13 00:00:00,99.15,101.08,98.25,99.69,326456.0
2024-08-14 00:00:00,101.5,102.04,100.19,101.53,340814.0
2024-08-15 00:00:00,99.86,101.75,98.26,100.4,92279.0
2024-08-16 00:00:00,101.23,102.79,100.91,101.95,25434.0
2024-08-19 00:00:00,102.77,104.11,101.79,102.67,205119.0
2024-08-20 00:00:00,103.74,104.3,102.05,104.0,450991.0
2024-08-21 00:00:00,108.45,109.8,106.11,106.94,347913.0
2024-08-22 00:00:00,104.02,108.67,102.84,106.68,255754.0
2024-08-23 00:00:00,106.74,106.93,104.43,105.64,338821.0
2024-08-26 00:00:00,105.66,107.61,103.96,104.41,93555.0
2024-08-27 00:00:00,101.21,104.16,100.43,103.29,138379.0
2024-08-28 00:00:00,102.93,105.03,102.19,103.27,226992.0
2024-08-29 00:00:00,103.51,105.47,103.36,103.88,249511.0
2024-08-30 00:00:00,102.99,105.58,102.84,104.4,186806.0
2024-09-02 00:00:00,104.96,107.24,103.28,105.74,373809.0
2024-09-03 00:00:00,104.75,107.63,104.13,105.86,491719.0
2024-09-04 00:00:00,109.89,110.76,107.05,108.14,443819.0
2024-09-05 00:00:00,108.78,109.5,107.17,107.84,479924.0
2024-09-06 00:00:00,113.29,114.66,110.13,112.02,485142.0
2024-09-09 00:00:00,113.78,115.42,112.47,113.06,78803.0
2024-09-10 00:00:00,110.75,113.42,109.83,111.87,442548.0
2024-09-11 00:00:00,109.84,111.98,108.09,110.37,363847.0
2024-09-12 00:00:00,111.68,112.61,109.49,111.19,293456.0
2024-09-13 00:00:00,109.73,112.61,109.28,110.96,234448.0
2024-09-16 00:00:00,112.84,113.17,110.5,112.13,487742.0
2024-09-17 00:00:00,112.7,114.07,111.73,112.94,185251.0
2024-09-18 00:00:00,112.55,113.04,111.54,112.93,212514.0
2024-09-19 00:00:00,112.47,113.19,111.4,111.76,255404.0
2024-09-20 00:00:00,110.03,110.83,109.33,109.59,127961.0
2024-09-23 00:00:00,108.66,109.87,107.17,109.02,312523.0
2024-09-24 00:00:00,111.56,112.98,109.36,110.4,27297.0
2024-09-25 00:00:00,109.74,111.66,108.81,110.82,274155.0
2024-09-26 00:00:00,109.67,110.62,107.57,109.05,130234.0
2024-09-27 00:00:00,110.01,110.56,107.86,109.41,54014.0
2024-09-30 00:00:00,109.78,110.9,109.38,110.09,253166.0
2024-10-01 00:00:00,109.19,109.72,107.61,108.87,414954.0
2024-10-02 00:00:00,107.94,109.43,107.59,109.2,366477.0
2024-10-03 00:00:00,110.31,111.55,107.86,109.38,188570.0
2024-10-04 00:00:00,107.58,109.14,106.24,107.77,268864.0
2024-10-07 00:00:00,107.88,109.68,105.97,108.41,283264.0
2024-10-08 00:00:00,110.4,111.38,109.12,109.35,411983.0
2024-10-09 00:00:00,110.37,111.89,110.16,111.07,294996.0
2024-10-10 00:00:00,111.34,114.49,110.71,112.75,351383.0
2024-10-11 00:00:00,109.23,111.87,108.63,110.79,404145.0
2024-10-14 00:00:00,110.08,111.1,108.91,109.48,218559.0
2024-10-15 00:00:00,109.07,110.5,107.25,110.35,101575.0
2024-10-16 00:00:00,112.98,113.73,110.65,111.22,105040.0
2024-10-17 00:00:00,110.01,112.92,109.4,112.09,158510.0
2024-10-18 00:00:00,119.67,120.53,116.43,117.97,189587.0
2024-10-21 00:00:00,119.14,120.34,117.98,118.93,15744.0
2024-10-22 00:00:00,120.64,121.85,119.06,120.73,224892.0
2024-10-23 00:00:00,121.72,123.52,121.5,122.26,445633.0
2024-10-24 00:00:00,123.74,125.29,122.31,123.34,410285.0
2024-10-25 00:00:00,122.93,124.61,122.77,122.97,314503.0
2024-10-28 00:00:00,125.31,126.77,123.99,124.21,160871.0
2024-10-29 00:00:00,123.26,125.18,121.33,123.15,370890.0
2024-10-30 00:00:00,123.04,123.18,122.53,122.89,234834.0
2024-10-31 00:00:00,121.9,122.74,120.79,122.26,130906.0
2024-11-01 00:00:00,122.43,122.6,121.55,122.49,211260.0
2024-11-04 00:00:00,126.37,127.7,125.3,126.06,230931.0
2024-11-05 00:00:00,121.65,125.16,119.84,123.36,263593.0
2024-11-06 00:00:00,123.14,125.05,123.0,124.49,248746.0
2024-11-07 00:00:00,122.91,124.77,120.81,122.17,17597.0
2024-11-08 00:00:00,121.73,121.95,119.63,121.56,319237.0
2024-11-11 00:00:00,123.11,125.17,121.95,123.29,440442.0
2024-11-12 00:00:00,123.51,124.28,121.61,123.49,213199.0
2024-11-13 00:00:00,122.32,122.61,121.77,121.97,386794.0
2024-11-14 00:00:00,120.46,122.02,119.57,121.0,494585.0
2024-11-15 00:00:00,121.34,122.71,120.75,122.12,218434.0
2024-11-18 00:00:00,121.32,121.96,119.64,121.12,167489.0
2024-11-19 00:00:00,120.57,122.23,118.61,121.55,421909.0
2024-11-20 00:00:00,122.13,123.75,121.13,121.72,482890.0
2024-11-21 00:00:00,119.14,121.96,117.79,120.84,393100.0
2024-11-22 00:00:00,125.19,125.88,123.68,124.16,125598.0
2024-11-25 00:00:00,125.68,126.94,124.03,125.21,260100.0
2024-11-26 00:00:00,122.53,123.99,121.29,122.27,268589.0
2024-11-27 00:00:00,123.63,124.25,120.7,122.65,194233.0
2024-11-28 00:00:00,123.42,124.31,120.5,121.76,262388.0
2024-11-29 00:00:00,124.15,124.48,122.37,123.14,143241.0
2024-12-02 00:00:00,120.21,122.49,119.89,122.05,225164.0
2024-12-03 00:00:00,120.69,123.37,120.31,121.97,163124.0
2024-12-04 00:00:00,122.21,123.28,121.68,122.83,475065.0
2024-12-05 00:00:00,124.26,125.35,123.65,124.23,214923.0
2024-12-06 00:00:00,123.05,124.49,120.81,122.53,18036.0
2024-12-09 00:00:00,121.4,122.43,120.24,122.13,41778.0
2024-12-10 00:00:00,121.7,122.88,120.42,121.52,430950.0
2024-12-11 00:00:00,119.88,121.22,119.56,120.64,164245.0
2024-12-12 00:00:00,122.77,125.31,121.04,123.38,171475.0
2024-12-13 00:00:00,122.68,125.11,121.21,124.09,469537.0
2024-12-16 00:00:00,121.38,123.93,121.15,122.3,212747.0
2024-12-17 00:00:00,122.43,124.92,120.98,123.78,409560.0
2024-12-18 00:00:00,126.08,127.24,124.95,127.06,28800.0
2024-12-19 00:00:00,129.76,131.07,128.45,128.71,297516.0
2024-12-20 00:00:00,125.58,128.44,124.61,126.53,333660.0
2024-12-23 00:00:00,128.54,129.78,124.88,125.9,292682.0
2024-12-24 00:00:00,128.4,130.05,127.49,127.9,336062.0
2024-12-25 00:00:00,127.13,128.91,125.05,126.94,418189.0
2024-12-26 00:00:00,126.85,128.24,125.13,127.71,343299.0
2024-12-27 00:00:00,129.67,130.17,127.6,128.97,241312.0
2024-12-30 00:00:00,127.1,128.94,126.13,127.68,69500.0
2024-12-31 00:00:00,127.81,128.69,126.81,127.69,177647.0
2025-01-01 00:00:00,125.49,127.18,121.59,122.93,246527.0
2025-01-02 00:00:00,121.4,123.3,120.26,121.49,445477.0
2025-01-03 00:00:00,122.36,123.13,120.99,121.21,120659.0
2025-01-06 00:00:00,118.74,119.99,117.66,119.44,37716.0
2025-01-07 00:00:00,121.95,123.57,120.32,121.99,406452.0
2025-01-08 00:00:00,121.72,122.34,118.97,119.94,419064.0
2025-01-09 00:00:00,118.76,121.05,118.56,119.38,12352.0
2025-01-10 00:00:00,121.49,122.4,118.09,119.68,143004.0
2025-01-13 00:00:00,122.65,124.02,121.46,121.94,348593.0
2025-01-14 00:00:00,119.33,120.17,118.73,119.89,18556.0
2025-01-15 00:00:00,122.37,123.65,121.32,121.73,271973.0
2025-01-16 00:00:00,122.82,123.78,121.12,121.85,358980.0
2025-01-17 00:00:00,121.1,122.31,118.94,120.48,146570.0
2025-01-20 00:00:00,119.7,121.69,118.61,121.27,217190.0
2025-01-21 00:00:00,120.94,123.17,120.45,121.67,60098.0
2025-01-22 00:00:00,120.62,122.61,118.85,120.87,467602.0
2025-01-23 00:00:00,121.0,121.58,119.23,121.07,384313.0
2025-01-24 00:00:00,121.22,121.5,118.84,120.59,150641.0
2025-01-27 00:00:00,121.04,121.19,120.31,120.87,257199.0
2025-01-28 00:00:00,120.62,123.28,119.67,121.96,136060.0
2025-01-29 00:00:00,124.82,126.07,122.47,124.44,197954.0
2025-01-30 00:00:00,123.29,124.43,121.11,122.68,211465.0
2025-01-31 00:00:00,126.54,127.08,125.83,125.98,140544.0
2025-02-03 00:00:00,124.23,125.08,122.93,123.15,10340.0
2025-02-04 00:00:00,123.86,125.09,122.04,123.02,185021.0
2025-02-05 00:00:00,124.47,125.51,122.18,124.01,92302.0
2025-02-06 00:00:00,124.46,126.51,123.33,124.53,465659.0
2025-02-07 00:00:00,122.03,124.05,120.99,123.69,232740.0
2025-02-10 00:00:00,123.91,125.33,123.18,123.48,477243.0
2025-02-11 00:00:00,123.05,123.92,121.49,122.84,10138.0
2025-02-12 00:00:00,122.33,123.24,120.4,122.06,403574.0
2025-02-13 00:00:00,122.16,124.9,121.33,123.43,129619.0
2025-02-14 00:00:00,122.99,125.48,121.41,124.07,478466.0
2025-02-17 00:00:00,124.18,126.17,121.2,123.13,357520.0
2025-02-18 00:00:00,124.54,124.92,124.05,124.58,109931.0
2025-02-19 00:00:00,125.82,126.12,124.05,125.14,433870.0
2025-02-20 00:00:00,126.49,127.96,125.81,126.46,166951.0
2025-02-21 00:00:00,127.53,128.73,125.9,127.5,353676.0
2025-02-24 00:00:00,127.3,127.92,125.16,126.36,327922.0
2025-02-25 00:00:00,125.1,125.87,123.8,125.62,47772.0
2025-02-26 00:00:00,126.94,127.2,125.22,126.84,68478.0
2025-02-27 00:00:00,127.39,129.65,126.54,127.86,467569.0
2025-02-28 00:00:00,127.49,128.39,125.65,127.92,36762.0
2025-03-03 00:00:00,127.89,128.91,126.78,128.2,154355.0
2025-03-04 00:00:00,130.44,130.97,129.82,130.22,204994.0
2025-03-05 00:00:00,128.95,130.2,127.53,129.43,180492.0
2025-03-06 00:00:00,131.61,131.84,128.74,130.35,327712.0
2025-03-07 00:00:00,129.25,131.23,128.55,130.15,357234.0
2025-03-10 00:00:00,129.73,130.15,128.0,129.92,292363.0
2025-03-11 00:00:00,131.23,133.29,129.41,131.67,329313.0
2025-03-12 00:00:00,134.45,135.0,132.38,133.01,84965.0
2025-03-13 00:00:00,134.52,135.65,132.36,134.33,187912.0
2025-03-14 00:00:00,137.42,139.19,136.02,136.39,185767.0
2025-03-17 00:00:00,135.03,137.85,134.55,136.52,246281.0
2025-03-18 00:00:00,137.91,139.02,137.19,137.64,94754.0
2025-03-19 00:00:00,138.16,138.88,135.48,137.27,87988.0
2025-03-20 00:00:00,137.94,138.68,136.52,137.86,461558.0
2025-03-21 00:00:00,138.83,140.2,137.38,137.77,160023.0
2025-03-24 00:00:00,137.49,140.0,136.56,138.01,142379.0
2025-03-25 00:00:00,140.41,141.77,137.73,139.0,90388.0
2025-03-26 00:00:00,140.18,141.33,137.62,137.88,362912.0
2025-03-27 00:00:00,140.75,142.6,138.98,141.11,307572.0
2025-03-28 00:00:00,139.26,140.69,137.63,139.71,249779.0
2025-03-31 00:00:00,139.44,139.65,136.92,137.98,364165.0
2025-04-01 00:00:00,141.4,142.57,137.88,139.82,390562.0
2025-04-02 00:00:00,140.59,143.03,139.69,141.11,216846.0
2025-04-03 00:00:00,141.73,142.58,139.76,142.15,180047.0
2025-04-04 00:00:00,142.91,144.6,141.54,143.19,142212.0
2025-04-07 00:00:00,141.93,143.75,140.62,143.27,428058.0
2025-04-08 00:00:00,141.1,143.14,140.69,142.02,298565.0
2025-04-09 00:00:00,141.23,142.52,139.46,142.24,273852.0
2025-04-10 00:00:00,140.55,142.28,139.64,141.32,406846.0
2025-04-11 00:00:00,142.85,144.42,142.44,142.88,422811.0
2025-04-14 00:00:00,143.0,143.76,142.64,142.76,86021.0
2025-04-15 00:00:00,143.18,144.54,140.46,141.63,169380.0
2025-04-16 00:00:00,140.24,142.85,139.14,141.24,54789.0
2025-04-17 00:00:00,142.95,144.81,140.5,141.96,458906.0
2025-04-18 00:00:00,141.0,141.76,139.21,141.22,36086.0
2025-04-21 00:00:00,140.03,140.94,139.78,140.08,289003.0
2025-04-22 00:00:00,141.22,141.61,139.06,140.55,17684.0
2025-04-23 00:00:00,139.89,143.0,139.44,141.02,101088.0
2025-04-24 00:00:00,140.74,142.6,138.63,140.36,404423.0
2025-04-25 00:00:00,139.92,141.04,138.09,139.75,56099.0
2025-04-28 00:00:00,140.69,142.39,139.07,140.2,470712.0
2025-04-29 00:00:00,138.41,139.5,136.68,138.13,76093.0
2025-04-30 00:00:00,138.57,139.85,135.42,136.11,170761.0
2025-05-01 00:00:00,134.5,135.41,133.5,135.14,320795.0
2025-05-02 00:00:00,134.39,136.45,132.72,134.92,23893.0
2025-05-05 00:00:00,134.86,135.83,133.89,135.48,76418.0
2025-05-06 00:00:00,137.24,139.47,136.46,137.8,135074.0
2025-05-07 00:00:00,138.55,140.77,137.51,139.18,375209.0
2025-05-08 00:00:00,140.23,141.68,137.37,139.04,140351.0
2025-05-09 00:00:00,140.53,140.7,138.38,139.11,201083.0
2025-05-12 00:00:00,137.14,138.39,136.71,137.71,48635.0
2025-05-13 00:00:00,136.95,138.38,135.5,137.78,459331.0
2025-05-14 00:00:00,137.92,138.71,135.78,137.45,105071.0
2025-05-15 00:00:00,137.48,138.3,137.19,138.03,481621.0
2025-05-16 00:00:00,137.53,139.41,136.34,136.89,475918.0
2025-05-19 00:00:00,137.97,139.13,137.4,137.77,350662.0
2025-05-20 00:00:00,138.66,140.85,137.89,140.17,378377.0
2025-05-21 00:00:00,141.66,142.51,139.15,140.11,375795.0
2025-05-22 00:00:00,142.61,143.56,139.29,140.81,82805.0
2025-05-23 00:00:00,141.33,143.19,140.0,141.95,462170.0
2025-05-26 00:00:00,141.06,142.52,139.78,141.44,431280.0
2025-05-27 00:00:00,142.17,144.01,141.11,141.88,394957.0
2025-05-28 00:00:00,142.33,143.38,140.3,142.0,351207.0
2025-05-29 00:00:00,142.9,144.89,141.25,142.25,274598.0
2025-05-30 00:00:00,143.2,144.91,139.23,141.19,293022.0
2025-06-02 00:00:00,141.15,141.82,139.84,141.32,192170.0
2025-06-03 00:00:00,141.37,144.04,141.03,142.17,203226.0
2025-06-04 00:00:00,143.07,144.77,141.68,144.45,154063.0
2025-06-05 00:00:00,145.25,147.64,144.54,145.99,78344.0
2025-06-06 00:00:00,149.28,150.14,147.88,149.32,377090.0
2025-06-09 00:00:00,150.06,151.83,148.03,148.26,46593.0
2025-06-10 00:00:00,149.15,151.42,148.72,149.67,46304.0
2025-06-11 00:00:00,150.27,151.9,148.32,150.05,433602.0
2025-06-12 00:00:00,153.42,155.03,152.88,153.43,196292.0
2025-06-13 00:00:00,153.51,154.19,150.63,152.32,123613.0
2025-06-16 00:00:00,153.69,153.94,150.53,151.16,210410.0
2025-06-17 00:00:00,149.83,151.23,148.51,150.36,497505.0
2025-06-18 00:00:00,146.79,147.7,145.37,147.28,424299.0
2025-06-19 00:00:00,147.63,149.05,145.51,146.59,28354.0
2025-06-20 00:00:00,146.23,146.99,144.87,145.55,294334.0
2025-06-23 00:00:00,147.72,149.67,145.37,145.87,16142.0
2025-06-24 00:00:00,147.07,148.39,146.32,146.49,431614.0
2025-06-25 00:00:00,149.04,151.06,148.36,149.4,193043.0
2025-06-26 00:00:00,151.52,151.87,149.58,150.93,314006.0
2025-06-27 00:00:00,151.27,153.01,148.28,150.16,194482.0
2025-06-30 00:00:00,149.73,151.59,147.16,148.91,160575.0
2025-07-01 00:00:00,150.26,151.28,148.2,149.75,135438.0
2025-07-02 00:00:00,148.94,150.19,146.27,147.87,58456.0
2025-07-03 00:00:00,151.89,153.44,149.35,150.72,110167.0
2025-07-04 00:00:00,153.97,154.4,151.99,152.59,354179.0
2025-07-07 00:00:00,152.63,153.69,150.16,151.98,280160.0
2025-07-08 00:00:00,149.35,150.37,147.97,149.51,274528.0
2025-07-09 00:00:00,151.79,152.17,150.48,151.64,203392.0
2025-07-10 00:00:00,152.78,153.58,151.26,151.57,418288.0
2025-07-11 00:00:00,152.71,153.76,151.76,153.53,112239.0
2025-07-14 00:00:00,151.61,151.76,150.26,151.24,121431.0
2025-07-15 00:00:00,150.05,150.8,148.3,150.44,352162.0
2025-07-16 00:00:00,150.58,152.5,149.41,150.55,50510.0
2025-07-17 00:00:00,152.0,153.14,149.89,150.72,190005.0
2025-07-18 00:00:00,150.33,152.27,148.19,150.14,293970.0
2025-07-21 00:00:00,151.22,152.14,150.87,151.18,340170.0
2025-07-22 00:00:00,148.31,150.37,147.41,149.67,131668.0
2025-07-23 00:00:00,150.31,151.37,149.38,149.56,252700.0
2025-07-24 00:00:00,150.49,151.42,148.34,149.84,428734.0
2025-07-25 00:00:00,152.88,153.18,148.87,150.71,34045.0
2025-07-28 00:00:00,151.57,153.2,150.94,151.88,191948.0
