Date,Open,High,Low,Close,Volume,Price_Change,Daily_Return_Pct
2024-02-14,96.62,98.04,95.01,96.69,240893.0,0.0799999999999983,0.082807162819587
2024-02-15,93.99,96.25,93.34,95.2,91554.0,-1.4899999999999949,-1.541007343055123
2024-02-16,95.88,97.69,93.92,96.54,162458.0,1.3400000000000034,1.407563025210079
2024-02-19,94.85,96.32,93.56,94.8,93276.0,-1.740000000000009,-1.802361715351164
2024-02-20,94.36,95.75,93.15,95.22,462734.0,0.4200000000000017,0.44303797468354666
2024-02-21,91.99,94.37,90.47,92.38,324925.0,-2.8400000000000034,-2.9825666876706625
2024-02-22,91.49,93.44,88.84,90.49,193852.0,-1.8900000000000006,-2.045897380385364
2024-02-23,90.3,92.22,88.96,90.88,202512.0,0.39000000000000057,0.43098684937561416
2024-02-26,92.93,93.4,91.75,92.09,241312.0,1.210000000000008,1.3314260563380476
2024-02-27,91.32,93.84,90.57,92.45,333179.0,0.35999999999999943,0.39092192420457916
2024-02-28,92.9,93.14,90.51,92.37,18210.0,-0.0799999999999983,-0.08653326122227689
2024-02-29,93.46,93.62,91.49,92.02,54363.0,-0.3500000000000085,-0.3789109018079606
2024-03-01,87.43,90.49,86.62,89.9,252247.0,-2.1199999999999903,-2.303846989784819
2024-03-04,88.13,89.9,87.21,88.92,88279.0,-0.980000000000004,-1.0901001112347042
2024-03-05,88.91,90.66,87.4,88.33,201420.0,-0.5900000000000034,-0.6635177687809302
2024-03-06,89.82,91.5,88.55,90.02,196356.0,1.6899999999999977,1.9132797464055162
2024-03-07,91.01,92.52,88.74,90.63,213196.0,0.6099999999999994,0.6776271939568979
2024-03-08,87.49,89.0,86.93,88.09,209919.0,-2.539999999999992,-2.802603994262376
2024-03-11,88.76,88.76,88.34,88.68,425648.0,0.5900000000000034,0.6697695538653736
2024-03-12,88.04,89.0,87.57,88.2,267324.0,-0.480000000000004,-0.5412719891745632
2024-03-13,88.45,90.43,85.5,87.28,205161.0,-0.9200000000000017,-1.04308390022676
2024-03-14,88.55,88.73,86.97,88.3,458614.0,1.019999999999996,1.168652612282295
2024-03-15,90.28,92.03,89.3,89.95,240363.0,1.6500000000000057,1.8686296715741957
2024-03-18,91.03,92.64,89.38,91.44,144393.0,1.4899999999999949,1.6564758198999385
2024-03-19,89.8,91.22,88.06,90.28,353492.0,-1.1599999999999966,-1.2685914260717412
2024-03-20,89.49,91.4,87.78,89.92,440599.0,-0.35999999999999943,-0.3987594151528606
2024-03-21,90.91,91.94,88.67,90.52,385960.0,0.5999999999999943,0.6672597864768592
2024-03-22,91.66,93.84,91.08,92.08,219754.0,1.5600000000000023,1.7233760494918204
2024-03-25,91.75,93.56,89.93,91.68,133053.0,-0.3999999999999915,-0.4344048653344812
2024-03-26,93.36,94.26,90.31,91.28,482406.0,-0.4000000000000057,-0.43630017452007674
2024-03-27,90.6,91.22,88.02,89.72,193965.0,-1.5600000000000023,-1.7090271691498682
2024-03-28,87.7,89.26,86.22,88.03,176892.0,-1.6899999999999977,-1.883637984841724
2024-03-29,90.55,92.38,87.77,89.35,338406.0,1.3199999999999932,1.499488810632732
2024-04-01,91.08,91.98,89.73,91.48,144832.0,2.1300000000000097,2.3838836038052813
2024-04-02,89.44,92.76,89.0,91.48,163262.0,0.0,0.0
2024-04-03,92.07,94.38,90.94,93.08,77411.0,1.5999999999999943,1.7490161783996427
2024-04-04,91.85,95.22,89.88,93.72,295521.0,0.6400000000000006,0.687580575848723
2024-04-05,92.5,93.21,90.62,92.86,449953.0,-0.8599999999999994,-0.9176269739650023
2024-04-08,95.03999999999999,95.03999999999999,93.32,93.5,472785.0,0.6400000000000006,0.6892095627826889
2024-04-09,97.58,99.41,95.49,95.9,48211.0,2.4000000000000057,2.566844919786093
2024-04-10,96.28,96.72,95.6,95.95,223981.0,0.04999999999999716,0.05213764337852478
2024-04-11,98.18,98.95,96.7,98.4,275888.0,2.450000000000003,2.5534132360604422
2024-04-12,95.4,97.34,92.91,94.57,266638.0,-3.8300000000000125,-3.8922764227642404
2024-04-15,93.69,96.34,93.18,95.9,297139.0,1.3300000000000125,1.4063656550703296
2024-04-16,96.37,98.09,95.07,96.13,158049.0,0.22999999999998977,0.23983315954116957
2024-04-17,96.55,97.59,94.09,95.78,239010.0,-0.3499999999999943,-0.36409029439300467
2024-04-18,94.54,96.59,93.05,96.02,44542.0,0.23999999999999488,0.2505742326164073
2024-04-19,94.28,96.04,92.01,93.14,20651.0,-2.8799999999999955,-2.9993751301812033
2024-04-22,93.25,94.19,91.69,92.91,109239.0,-0.23000000000000398,-0.24694009018682017
2024-04-23,93.13,94.62,92.06,93.55,351075.0,0.6400000000000006,0.6888386610698571
2024-04-24,96.49,97.28,95.2,95.86,236416.0,2.3100000000000023,2.4692677712453204
2024-04-25,97.46,98.68,94.01,95.18,374256.0,-0.6799999999999926,-0.7093678280826077
2024-04-26,94.25,94.66,92.66,94.07,288859.0,-1.1100000000000136,-1.1662113889472692
2024-04-29,93.67,94.51,91.66,93.42,447625.0,-0.6499999999999915,-0.6909748059955256
2024-04-30,94.43,96.83,93.12,94.89,165378.0,1.4699999999999989,1.5735388567758468
2024-05-01,94.64,96.08,93.09,95.49,160158.0,0.5999999999999943,0.6323110970597456
2024-05-02,95.62,96.97,94.39,94.79,417592.0,-0.6999999999999886,-0.7330610535134396
2024-05-03,94.8,96.38,93.83,95.66,333494.0,0.8699999999999903,0.9178183352674285
2024-05-06,95.98,97.55,95.79,95.91,343569.0,0.25,0.2613422538155996
2024-05-07,96.98,97.81,96.41,97.46,439852.0,1.5499999999999972,1.6160984256073263
2024-05-08,96.99,98.93,95.03,96.51,358264.0,-0.9499999999999886,-0.9747588754360659
2024-05-09,96.45,97.41,94.13,96.11,387033.0,-0.4000000000000057,-0.4144648222982106
2024-05-10,96.66,97.21,95.34,95.63,454865.0,-0.480000000000004,-0.4994277390490076
2024-05-13,93.02,93.77,92.16,93.53,437826.0,-2.0999999999999943,-2.195963609745888
2024-05-14,93.81,94.5,92.19,94.08,151130.0,0.5499999999999972,0.5880466160590236
2024-05-15,93.59,95.65,93.1,94.57,265948.0,0.4899999999999949,0.5208333333333259
2024-05-16,94.23,95.42,93.08,94.67,346781.0,0.10000000000000853,0.10574177857671785
2024-05-17,94.8,96.48,92.93,94.42,481249.0,-0.25,-0.2640752086194187
2024-05-20,93.16,94.08,91.13,92.4,342338.0,-2.019999999999996,-2.139377250582497
2024-05-21,90.95,92.44,90.49,91.87,349061.0,-0.5300000000000011,-0.5735930735930705
2024-05-22,92.32,93.6,90.68,91.45,74200.0,-0.4200000000000017,-0.4571677370197036
2024-05-23,91.71,93.15,88.76,90.35,115848.0,-1.1000000000000085,-1.202843083652283
2024-05-24,90.62,91.04,89.06,90.21,116022.0,-0.14000000000000057,-0.1549529607083544
2024-05-27,92.79,93.21,90.81,90.92,187691.0,0.710000000000008,0.7870524332113993
2024-05-28,93.07,94.01,91.53,93.84,420370.0,2.9200000000000017,3.2116146062472595
2024-05-29,92.96,95.71,92.8,94.21,422755.0,0.36999999999999034,0.39428815004260986
2024-05-30,92.91,96.05,91.4,94.69,266453.0,0.480000000000004,0.509500053072931
2024-05-31,96.18,97.18,94.2,94.68,332202.0,-0.009999999999990905,-0.010560777273194155
2024-06-03,92.56,94.26,89.98,91.9,72068.0,-2.780000000000001,-2.9362061681453278
2024-06-04,91.91,93.59,91.11,91.96,480529.0,0.05999999999998806,0.06528835690966517
2024-06-05,92.43,93.65,91.43,92.15,372076.0,0.19000000000001194,0.20661157024794985
2024-06-06,94.82,97.7,94.44,95.95,171445.0,3.799999999999997,4.123711340206193
2024-06-07,98.21,98.7,95.08,95.76,174226.0,-0.18999999999999773,-0.1980198019801982
2024-06-10,96.44,96.75,94.55,96.31,147103.0,0.5499999999999972,0.5743525480367495
2024-06-11,96.47,97.08,94.37,96.36,234605.0,0.04999999999999716,0.05191568892117804
2024-06-12,95.43,95.64,93.91,94.71,213047.0,-1.6500000000000057,-1.7123287671232945
2024-06-13,97.0,98.11,95.57,96.52,294929.0,1.8100000000000023,1.911097033048259
2024-06-14,97.97,99.85,96.28,97.75,482144.0,1.230000000000004,1.274347285536681
2024-06-17,98.25,99.21,96.46,99.04,259768.0,1.2900000000000063,1.3196930946291596
2024-06-18,98.24,98.58,96.55,97.77,169741.0,-1.2700000000000102,-1.282310177705992
2024-06-19,101.86,102.82,99.13,99.98,104475.0,2.210000000000008,2.2604070778357466
2024-06-20,99.32,101.19,97.09,97.97,12282.0,-2.010000000000005,-2.010402080416085
2024-06-21,100.55,101.25,97.53,98.95,175696.0,0.980000000000004,1.000306216188629
2024-06-24,101.83,103.4,101.72,102.34,189510.0,3.3900000000000006,3.425972713491654
2024-06-25,99.96,101.13,98.69,100.95,230972.0,-1.3900000000000006,-1.358217705686926
2024-06-26,100.08,100.59,99.3,100.2,339678.0,-0.75,-0.7429420505200568
2024-06-27,100.51,102.48,98.84,100.45,172777.0,0.25,0.24950099800398196
2024-06-28,100.89,102.83,99.52,99.8,441460.0,-0.6500000000000057,-0.6470881035340992
2024-07-01,95.88,97.68,94.66,97.57,347108.0,-2.230000000000004,-2.2344689378757554
2024-07-02,99.3,101.21,96.76,97.78,178509.0,0.21000000000000796,0.21523009121657832
2024-07-03,96.12,97.6,94.8,96.28,218944.0,-1.5,-1.5340560441808093
2024-07-04,96.67,98.84,96.44,97.09,478094.0,0.8100000000000023,0.8412962193601992
2024-07-05,94.8,96.78,93.6,95.81,129006.0,-1.2800000000000011,-1.3183644041610876
2024-07-08,96.58,99.32,95.42,98.24,246440.0,2.4299999999999926,2.536269700448801
2024-07-09,97.99,99.02,96.0,97.16,214054.0,-1.0799999999999983,-1.0993485342019493
2024-07-10,96.85,98.22,95.53,96.78,322727.0,-0.37999999999999545,-0.39110745162618255
2024-07-11,96.81,98.47,95.43,98.1,310536.0,1.3199999999999932,1.363918164910105
2024-07-12,95.06,96.51,93.43,96.35,17461.0,-1.75,-1.783893985728846
2024-07-15,96.46,97.48,95.85,96.8,110123.0,0.45000000000000284,0.4670472236637302
2024-07-16,100.52,101.96,97.19,98.86,282660.0,2.0600000000000023,2.1280991735537214
2024-07-17,96.29,97.03,95.24,96.54,482501.0,-2.319999999999993,-2.346752984017797
2024-07-18,95.42,98.3,95.17,96.92,158586.0,0.37999999999999545,0.3936192251916326
2024-07-19,97.17,99.35,96.95,97.41,393395.0,0.4899999999999949,0.5055716054477966
2024-07-22,98.41,98.96,97.68,98.68,439484.0,1.2700000000000102,1.3037675803305726
2024-07-23,94.23,98.31,92.64,96.93,493702.0,-1.75,-1.773408998783943
2024-07-24,94.99,95.99,93.55,95.05,241496.0,-1.8800000000000097,-1.939544000825344
2024-07-25,95.7,97.68,94.1,95.93,177860.0,0.8800000000000097,0.9258285113098452
2024-07-26,97.17,97.61,95.39,96.48,216821.0,0.5499999999999972,0.5733347232356856
2024-07-29,98.8,100.22,96.02,96.95,202121.0,0.46999999999999886,0.48714759535655183
2024-07-30,98.7,100.39,97.19,97.57,334637.0,0.6199999999999903,0.6395048994326968
2024-07-31,96.38,98.55,95.66,96.65,46027.0,-0.9199999999999875,-0.9429127805677839
2024-08-01,95.99,98.5,95.07,97.1,365691.0,0.44999999999998863,0.465597516813232
2024-08-02,100.21,101.26,97.37,97.64,183921.0,0.5400000000000063,0.5561277033985679
2024-08-05,96.73,98.0,96.15,96.67,372271.0,-0.9699999999999989,-0.9934453092994677
2024-08-06,99.58,101.33,98.33,99.57,158930.0,2.8999999999999915,2.9998965552911816
2024-08-07,100.35,101.56,98.86,100.38,225234.0,0.8100000000000023,0.8134980415787973
2024-08-08,98.89,99.05,96.69,98.69,89003.0,-1.6899999999999977,-1.6836023112173693
2024-08-09,99.63,101.64,97.76,99.78,193467.0,1.0900000000000034,1.104468537845782
2024-08-12,97.84,99.82,96.52,98.41,49758.0,-1.3700000000000045,-1.3730206454199312
2024-08-13,99.15,101.08,98.25,99.69,326456.0,1.2800000000000011,1.3006808251194046
2024-08-14,101.5,102.04,100.19,101.53,340814.0,1.8400000000000034,1.845721737385908
2024-08-15,99.86,101.75,98.26,100.4,92279.0,-1.1299999999999955,-1.112971535506746
2024-08-16,101.23,102.79,100.91,101.95,25434.0,1.5499999999999972,1.5438247011952067
2024-08-19,102.77,104.11,101.79,102.67,205119.0,0.7199999999999989,0.7062285434036308
2024-08-20,103.74,104.3,102.05,104.0,450991.0,1.3299999999999983,1.2954124866075833
2024-08-21,108.45,109.8,106.11,106.94,347913.0,2.9399999999999977,2.8269230769230713
2024-08-22,104.02,108.67,102.84,106.68,255754.0,-0.2599999999999909,-0.24312698709555436
2024-08-23,106.74,106.93,104.43,105.64,338821.0,-1.0400000000000063,-0.9748781402324713
2024-08-26,105.66,107.61,103.96,104.41,93555.0,-1.230000000000004,-1.16433169254071
2024-08-27,101.21,104.16,100.43,103.29,138379.0,-1.1199999999999903,-1.0726941863806072
2024-08-28,102.93,105.03,102.19,103.27,226992.0,-0.020000000000010232,-0.019362958660096297
2024-08-29,103.51,105.47,103.36,103.88,249511.0,0.6099999999999994,0.5906846131499943
2024-08-30,102.99,105.58,102.84,104.4,186806.0,0.5200000000000102,0.5005775895263964
2024-09-02,104.96,107.24,103.28,105.74,373809.0,1.3399999999999892,1.2835249042145502
2024-09-03,104.75,107.63,104.13,105.86,491719.0,0.12000000000000455,0.1134859088329998
2024-09-04,109.89,110.76,107.05,108.14,443819.0,2.280000000000001,2.153788021915748
2024-09-05,108.78,109.5,107.17,107.84,479924.0,-0.29999999999999716,-0.2774181616423177
2024-09-06,113.29,114.66,110.13,112.02,485142.0,4.179999999999993,3.8761127596439016
2024-09-09,113.78,115.42,112.47,113.06,78803.0,1.0400000000000063,0.9284056418496833
2024-09-10,110.75,113.42,109.83,111.87,442548.0,-1.1899999999999977,-1.0525384751459366
2024-09-11,109.84,111.98,108.09,110.37,363847.0,-1.5,-1.3408420488066453
2024-09-12,111.68,112.61,109.49,111.19,293456.0,0.8199999999999932,0.7429555132735244
2024-09-13,109.73,112.61,109.28,110.96,234448.0,-0.23000000000000398,-0.2068531342746649
2024-09-16,112.84,113.17,110.5,112.13,487742.0,1.1700000000000017,1.0544340302811817
2024-09-17,112.7,114.07,111.73,112.94,185251.0,0.8100000000000023,0.7223758137875791
2024-09-18,112.55,113.04,111.54,112.93,212514.0,-0.009999999999990905,-0.008854258898527423
2024-09-19,112.47,113.19,111.4,111.76,255404.0,-1.1700000000000017,-1.036040024794127
2024-09-20,110.03,110.83,109.33,109.59,127961.0,-2.1700000000000017,-1.9416607015032228
2024-09-23,108.66,109.87,107.17,109.02,312523.0,-0.5700000000000074,-0.520120448946082
2024-09-24,111.56,112.98,109.36,110.4,27297.0,1.3800000000000097,1.2658227848101333
2024-09-25,109.74,111.66,108.81,110.82,274155.0,0.4199999999999875,0.380434782608674
2024-09-26,109.67,110.62,107.57,109.05,130234.0,-1.769999999999996,-1.5971846237141318
2024-09-27,110.01,110.56,107.86,109.41,54014.0,0.35999999999999943,0.33012379642365364
2024-09-30,109.78,110.9,109.38,110.09,253166.0,0.6800000000000068,0.6215154007860324
2024-10-01,109.19,109.72,107.61,108.87,414954.0,-1.2199999999999989,-1.1081842129167074
2024-10-02,107.94,109.43,107.59,109.2,366477.0,0.3299999999999983,0.3031138054560456
2024-10-03,110.31,111.55,107.86,109.38,188570.0,0.1799999999999926,0.16483516483516425
2024-10-04,107.58,109.14,106.24,107.77,268864.0,-1.6099999999999994,-1.4719327116474723
2024-10-07,107.88,109.68,105.97,108.41,283264.0,0.6400000000000006,0.5938572886703186
2024-10-08,110.4,111.38,109.12,109.35,411983.0,0.9399999999999977,0.8670786827783328
2024-10-09,110.37,111.89,110.16,111.07,294996.0,1.7199999999999989,1.5729309556470117
2024-10-10,111.34,114.49,110.71,112.75,351383.0,1.6800000000000068,1.5125596470694225
2024-10-11,109.23,111.87,108.63,110.79,404145.0,-1.9599999999999937,-1.7383592017738314
2024-10-14,110.08,111.1,108.91,109.48,218559.0,-1.3100000000000023,-1.1824171856665733
2024-10-15,109.07,110.5,107.25,110.35,101575.0,0.8699999999999903,0.7946656923638828
2024-10-16,112.98,113.73,110.65,111.22,105040.0,0.8700000000000045,0.7884005437245101
2024-10-17,110.01,112.92,109.4,112.09,158510.0,0.8700000000000045,0.7822334112569829
2024-10-18,119.67,120.53,116.43,117.97,189587.0,5.8799999999999955,5.245784637344997
2024-10-21,119.14,120.34,117.98,118.93,15744.0,0.960000000000008,0.8137662117487565
2024-10-22,120.64,121.85,119.06,120.73,224892.0,1.7999999999999972,1.5134953333893808
2024-10-23,121.72,123.52,121.5,122.26,445633.0,1.5300000000000011,1.2672906485546198
2024-10-24,123.74,125.29,122.31,123.34,410285.0,1.0799999999999983,0.8833633240634686
2024-10-25,122.93,124.61,122.77,122.97,314503.0,-0.37000000000000455,-0.29998378466029596
2024-10-28,125.31,126.77,123.99,124.21,160871.0,1.2399999999999949,1.0083760266731634
2024-10-29,123.26,125.18,121.33,123.15,370890.0,-1.059999999999988,-0.8533934465823956
2024-10-30,123.04,123.18,122.53,122.89,234834.0,-0.2600000000000051,-0.21112464474218884
2024-10-31,121.9,122.74,120.79,122.26,130906.0,-0.6299999999999955,-0.5126535926438192
2024-11-01,122.43,122.6,121.55,122.49,211260.0,0.22999999999998977,0.18812367086535886
2024-11-04,126.37,127.7,125.3,126.06,230931.0,3.5700000000000074,2.914523634582422
2024-11-05,121.65,125.16,119.84,123.36,263593.0,-2.700000000000003,-2.1418372203712566
2024-11-06,123.14,125.05,123.0,124.49,248746.0,1.1299999999999955,0.9160181582360538
2024-11-07,122.91,124.77,120.81,122.17,17597.0,-2.319999999999993,-1.863603502289335
2024-11-08,121.73,121.95,119.63,121.56,319237.0,-0.6099999999999994,-0.49930424817876684
2024-11-11,123.11,125.17,121.95,123.29,440442.0,1.730000000000004,1.4231655149720357
2024-11-12,123.51,124.28,121.61,123.49,213199.0,0.19999999999998863,0.16221915808256604
2024-11-13,122.32,122.61,121.77,121.97,386794.0,-1.519999999999996,-1.2308688962669012
2024-11-14,120.46,122.02,119.57,121.0,494585.0,-0.9699999999999989,-0.7952775272607959
2024-11-15,121.34,122.71,120.75,122.12,218434.0,1.1200000000000045,0.9256198347107558
2024-11-18,121.32,121.96,119.64,121.12,167489.0,-1.0,-0.8188666885031171
2024-11-19,120.57,122.23,118.61,121.55,421909.0,0.4299999999999926,0.3550198150594319
2024-11-20,122.13,123.75,121.13,121.72,482890.0,0.1700000000000017,0.13986013986013734
2024-11-21,119.14,121.96,117.79,120.84,393100.0,-0.8799999999999955,-0.7229707525468254
2024-11-22,125.19,125.88,123.68,124.16,125598.0,3.319999999999993,2.7474346242965852
2024-11-25,125.68,126.94,124.03,125.21,260100.0,1.0499999999999972,0.8456829896907214
2024-11-26,122.53,123.99,121.29,122.27,268589.0,-2.9399999999999977,-2.3480552671511834
2024-11-27,123.63,124.25,120.7,122.65,194233.0,0.38000000000000966,0.31078760121043825
2024-11-28,123.42,124.31,120.5,121.76,262388.0,-0.8900000000000006,-0.725642070933552
2024-11-29,124.15,124.48,122.37,123.14,143241.0,1.3799999999999955,1.1333771353482236
2024-12-02,120.21,122.49,119.89,122.05,225164.0,-1.0900000000000034,-0.8851713496832891
2024-12-03,120.69,123.37,120.31,121.97,163124.0,-0.0799999999999983,-0.06554690700532051
2024-12-04,122.21,123.28,121.68,122.83,475065.0,0.8599999999999994,0.7050914159219435
2024-12-05,124.26,125.35,123.65,124.23,214923.0,1.4000000000000057,1.139786697060985
2024-12-06,123.05,124.49,120.81,122.53,18036.0,-1.7000000000000028,-1.3684295258794221
2024-12-09,121.4,122.43,120.24,122.13,41778.0,-0.4000000000000057,-0.32645066514322973
2024-12-10,121.7,122.88,120.42,121.52,430950.0,-0.6099999999999994,-0.49946778023417515
2024-12-11,119.88,121.22,119.56,120.64,164245.0,-0.8799999999999955,-0.7241606319947302
2024-12-12,122.77,125.31,121.04,123.38,171475.0,2.739999999999995,2.2712201591511993
2024-12-13,122.68,125.11,121.21,124.09,469537.0,0.710000000000008,0.575457934835466
2024-12-16,121.38,123.93,121.15,122.3,212747.0,-1.7900000000000063,-1.44250141026675
2024-12-17,122.43,124.92,120.98,123.78,409560.0,1.480000000000004,1.2101390024529923
2024-12-18,126.08,127.24,124.95,127.06,28800.0,3.280000000000001,2.6498626595572894
2024-12-19,129.76,131.07,128.45,128.71,297516.0,1.6500000000000057,1.2985990870455044
2024-12-20,125.58,128.44,124.61,126.53,333660.0,-2.180000000000007,-1.6937300909020347
2024-12-23,128.54,129.78,124.88,125.9,292682.0,-0.6299999999999955,-0.4979056350272626
2024-12-24,128.4,130.05,127.49,127.9,336062.0,2.0,1.5885623510722757
2024-12-25,127.13,128.91,125.05,126.94,418189.0,-0.960000000000008,-0.7505863956215886
2024-12-26,126.85,128.24,125.13,127.71,343299.0,0.769999999999996,0.60658578856152
2024-12-27,129.67,130.17,127.6,128.97,241312.0,1.2600000000000051,0.9866102889358741
2024-12-30,127.1,128.94,126.13,127.68,69500.0,-1.289999999999992,-1.0002326122353966
2024-12-31,127.81,128.69,126.81,127.69,177647.0,0.009999999999990905,0.007832080200498304
2025-01-01,125.49,127.18,121.59,122.93,246527.0,-4.759999999999991,-3.7277782128592563
2025-01-02,121.4,123.3,120.26,121.49,445477.0,-1.440000000000012,-1.1713983567884223
2025-01-03,122.36,123.13,120.99,121.21,120659.0,-0.28000000000000114,-0.23047164375669116
2025-01-06,118.74,119.99,117.66,119.44,37716.0,-1.769999999999996,-1.4602755548222102
2025-01-07,121.95,123.57,120.32,121.99,406452.0,2.549999999999997,2.134963161419967
2025-01-08,121.72,122.34,118.97,119.94,419064.0,-2.049999999999997,-1.6804656119354
2025-01-09,118.76,121.05,118.56,119.38,12352.0,-0.5600000000000023,-0.46690011672503307
2025-01-10,121.49,122.4,118.09,119.68,143004.0,0.30000000000001137,0.2512983749371811
2025-01-13,122.65,124.02,121.46,121.94,348593.0,2.259999999999991,1.8883689839572115
2025-01-14,119.33,120.17,118.73,119.89,18556.0,-2.049999999999997,-1.6811546662292898
2025-01-15,122.37,123.65,121.32,121.73,271973.0,1.8400000000000034,1.5347401784969517
2025-01-16,122.82,123.78,121.12,121.85,358980.0,0.11999999999999034,0.09857882198307522
2025-01-17,121.1,122.31,118.94,120.48,146570.0,-1.3699999999999903,-1.124333196553129
2025-01-20,119.7,121.69,118.61,121.27,217190.0,0.789999999999992,0.6557104913678558
2025-01-21,120.94,123.17,120.45,121.67,60098.0,0.4000000000000057,0.3298425002061567
2025-01-22,120.62,122.61,118.85,120.87,467602.0,-0.7999999999999972,-0.6575162324319872
2025-01-23,121.0,121.58,119.23,121.07,384313.0,0.19999999999998863,0.16546703069413304
2025-01-24,121.22,121.5,118.84,120.59,150641.0,-0.47999999999998977,-0.39646485504253315
2025-01-27,121.04,121.19,120.31,120.87,257199.0,0.28000000000000114,0.23219172402355603
2025-01-28,120.62,123.28,119.67,121.96,136060.0,1.0899999999999892,0.9017953172830273
2025-01-29,124.82,126.07,122.47,124.44,197954.0,2.480000000000004,2.0334535913414165
2025-01-30,123.29,124.43,121.11,122.68,211465.0,-1.759999999999991,-1.4143362262937886
2025-01-31,126.54,127.08,125.83,125.98,140544.0,3.299999999999997,2.6899250081512838
2025-02-03,124.23,125.08,122.93,123.15,10340.0,-2.8299999999999983,-2.246388315605652
2025-02-04,123.86,125.09,122.04,123.02,185021.0,-0.13000000000000966,-0.10556232237109997
2025-02-05,124.47,125.51,122.18,124.01,92302.0,0.9900000000000091,0.8047471955779706
2025-02-06,124.46,126.51,123.33,124.53,465659.0,0.519999999999996,0.4193210224981758
2025-02-07,122.03,124.05,120.99,123.69,232740.0,-0.8400000000000034,-0.6745362563237767
2025-02-10,123.91,125.33,123.18,123.48,477243.0,-0.20999999999999375,-0.1697792869269854
2025-02-11,123.05,123.92,121.49,122.84,10138.0,-0.6400000000000006,-0.5183025591188883
2025-02-12,122.33,123.24,120.4,122.06,403574.0,-0.7800000000000011,-0.6349723217193071
2025-02-13,122.16,124.9,121.33,123.43,129619.0,1.3700000000000045,1.122398820252335
2025-02-14,122.99,125.48,121.41,124.07,478466.0,0.6399999999999864,0.5185125172162186
2025-02-17,124.18,126.17,121.2,123.13,357520.0,-0.9399999999999977,-0.7576368179253667
2025-02-18,124.54,124.92,124.05,124.58,109931.0,1.4500000000000028,1.1776171526029389
2025-02-19,125.82,126.12,124.05,125.14,433870.0,0.5600000000000023,0.4495103547921042
2025-02-20,126.49,127.96,125.81,126.46,166951.0,1.3199999999999932,1.0548186031644535
2025-02-21,127.53,128.73,125.9,127.5,353676.0,1.0400000000000063,0.8223944330222999
2025-02-24,127.3,127.92,125.16,126.36,327922.0,-1.1400000000000006,-0.894117647058823
